L	V	0.2970172380398993
V	@	0.014084098758479031
!	O	0.10114462756573002
V	,	0.07661567513396665
,	~	0.050644062074713316
~	~	0.04140127388535032
~	#	0.019809996761308433
#	~	0.08232013895237225
~	X	0.005415812011947173
X	V	0.13099738296016283
P	R	0.01705522169657191
D	~	0.00374843425751089
V	^	0.03271933675117402
O	~	0.007296543934121591
~	N	0.025207816042318903
,	U	0.05222652417474602
U	,	0.048927570245778734
$	P	0.13249687247038047
P	U	0.001427779908792567
U	$	0.013071256274854946
P	Z	0.007820824276520479
Z	N	0.17296612122608895
~	A	0.018010723667638274
V	Z	0.002902955962862041
P	G	0.006400147750358721
G	V	0.06646740677483633
~	P	0.01441217748029796
N	O	0.02708396442045548
N	U	0.016527598013567225
U	~	0.11412086837473108
~	,	0.02880636222965922
G	,	0.08070025619128951
N	@	0.017445542918514027
D	A	0.17481164351548917
G	@	0.04749027421956542
!	!	0.0753259606695641
!	A	0.02368862687723224
A	A	0.031046336747117386
!	V	0.047355738198717676
O	R	0.07925996101222468
P	@	0.02913097216894685
@	,	0.04850990567181551
~	V	0.04320054697902048
N	D	0.0119378734888332
N	G	0.01377376329872681
@	P	0.02789834865054924
T	R	0.044428951704905566
N	E	0.013314790846253408
G	^	0.0617231236360186
^	U	0.01954521479224052
U	!	0.039148575526435886
^	!	0.009777491257887436
@	@	0.1018574650209753
N	!	0.012855818393780005
V	$	0.011185283959615369
N	R	0.03488649611250333
R	U	0.003940925397365734
Z	A	0.09230237381885227
!	N	0.0409010714746762
T	,	0.1458359741412093
,	,	0.02848959267425545
L	D	0.0871909096778359
D	R	0.014965693880984877
&	$	0.026719594369204083
N	$	0.006889176511625772
@	V	0.07275879628506995
V	L	0.009114701960427036
L	T	0.009716573051843244
&	L	0.04673427179931951
T	V	0.044428951704905566
O	N	0.01913862522545501
&	N	0.14013609980652478
,	#	0.024797181107512476
~	$	0.00721508510561733
U	@	0.19561249103592152
$	&	0.007395687688571639
L	A	0.12915617535024856
@	L	0.02911079318121196
^	Z	0.009777491257887436
Z	,	0.034685411385111775
^	R	0.018568442438805215
Z	^	0.06925558884535607
@	D	0.016986347874584737
R	E	0.010487313100631071
,	Z	0.002115224340377048
^	~	0.005870401844146203
U	O	0.0424082404328835
,	E	0.027434617940900314
E	V	0.06085695574890074
G	!	0.01428029224784135
$	A	0.05522849363455737
@	N	0.04002279395717646
E	A	0.00940218916643278
G	U	0.0617231236360186
&	!	0.010040696510774568
^	E	0.004893629490710895
E	~	0.08892319206661053
~	D	0.019809996761308433
D	S	0.0056179775280898875
S	N	0.17984426474992513
P	P	0.019186236485814547
~	L	0.01621145057396812
A	O	0.014335505741364081
E	L	0.02811301337823931
G	A	0.03325742480311225
A	V	0.01911002888586503
P	A	0.03126198695818949
~	^	0.04499982007269064
A	~	0.013141874955238846
~	&	0.001817265824606859
&	O	0.133464540663153
E	,	0.03746842548414257
,	S	0.0005327622403443438
S	A	0.030098831985624436
$	M	0.0037162410773419682
M	A	0.019136036377415688
O	A	0.022782342545865295
O	&	0.0164058372351473
&	P	0.016712255654146375
$	G	0.007395687688571639
^	A	0.012707808318193362
G	$	0.023768858525476798
V	G	0.0024888395630243746
U	#	0.06196622987156921
$	^	0.051549047023327695
A	^	0.033433598319367853
N	^	0.011478901036359797
^	&	0.025405848912852372
&	A	0.06341316965774903
A	U	0.0035928286662369594
D	,	0.02150909532801137
V	&	0.009528818360264703
D	O	0.0065527491633793865
@	U	0.016986347874584737
U	V	0.08152421931025491
R	!	0.009178035559978004
!	L	0.02799173802659323
V	E	0.0024888395630243746
R	N	0.013105868181937208
P	L	0.018475898222733666
&	D	0.07675628794449264
G	~	0.13288737071828446
A	D	0.009560982596863138
U	P	0.048927570245778734
A	&	0.031046336747117386
P	S	0.001427779908792567
#	!	0.04118292348477923
E	O	0.07956777996070728
O	E	0.008207473264224161
$	S	0.0037162410773419682
L	P	0.07750661759958681
!	^	0.045204182624037186
#	N	0.02747051832891489
A	$	0.01911002888586503
#	,	0.0686077337965079
!	~	0.03229484917595422
#	V	0.018328914891672
A	R	0.020303659671990264
N	T	0.002758424439365149
R	L	0.01572442326324334
A	T	0.0012055670939864881
R	^	0.014415145722590275
@	#	0.012136569751933848
#	@	0.0960325441082366
U	^	0.039148575526435886
~	!	0.032404908416999535
V	~	0.005387654361888039
~	R	0.018010723667638274
A	E	0.0023991978801117236
^	$	0.025405848912852372
$	@	0.014754580911030981
^	@	0.006847174197581512
E	R	0.03279071943119094
O	O	0.021871413215762723
#	G	0.022899716610293445
O	G	0.003652826613711308
G	G	0.08070025619128951
T	P	0.15851185194574724
@	^	0.02789834865054924
U	D	0.01959058608775018
T	^	0.05076689060717454
$	U	0.0037162410773419682
U	R	0.01633092118130256
#	D	0.013758113173050552
V	U	0.002074723163186708
~	E	0.00721508510561733
A	L	0.007173721024612667
!	D	0.047355738198717676
R	~	0.0026316478567126656
#	U	0.018328914891672
$	~	0.014754580911030981
@	R	0.03759790489585102
@	G	0.008499236159945682
#	^	0.022899716610293445
E	E	0.0842454860136589
@	&	0.012136569751933848
T	D	0.12682215743440234
D	@	0.00374843425751089
Z	V	0.034685411385111775
^	O	0.00782394655101682
^	T	0.0019633124304049695
T	E	0.006401318291291672
&	^	0.06341316965774903
^	D	0.003916857137275586
$	$	0.014754580911030981
U	N	0.03262924571354065
U	A	0.0228502509941978
T	@	0.006401318291291672
!	#	0.00862773785446878
^	S	0.0019633124304049695
#	O	0.04118292348477923
U	&	0.01633092118130256
D	G	0.0065527491633793865
O	T	0.010029331924429303
T	&	0.006401318291291672
O	$	0.0009200386234035964
^	G	0.014661353025063979
@	S	0.0024370135066320714
U	U	0.013071256274854946
U	E	0.0065519264619597105
!	G	0.00862773785446878
#	R	0.013758113173050552
R	G	0.006559480478671869
G	R	0.009536009109023625
$	!	0.011075134299801311
R	$	0.003940925397365734
L	$	0.009716573051843244
P	~	0.0035587946980352044
!	$	0.002173071130427299
E	U	0.023435307325287678
D	T	0.0028136626222213914
T	O	0.019077196095829634
T	G	0.012739257193560652
D	#	0.0009441193516423938
#	X	0.004616509735807661
A	G	0.004786459452362195
G	O	0.038001707941929974
$	V	0.025792920744719994
#	E	0.013758113173050552
Z	G	0.01163862641161558
&	G	0.003369137367402762
V	#	0.0008323739636737093
G	P	0.01428029224784135
E	G	0.014079895219384414
R	@	0.003940925397365734
$	O	0.022113474133490324
O	@	0.004563755943813879
E	D	0.014079895219384414
^	L	0.002940084783840278
E	^	0.02811301337823931
O	U	0.0018309679535061668
@	$	0.006074347098620238
E	#	0.014079895219384414
&	@	0.01337647608246047
U	G	0.0065519264619597105
L	O	0.016172767770675965
,	X	0.0015877369736994797
X	D	0.11645827275370747
&	U	0.003369137367402762
P	#	0.001427779908792567
#	P	0.018328914891672
O	L	0.0027418972836087377
O	!	0.005474685273916449
E	N	0.03279071943119094
T	A	0.006401318291291672
P	!	0.001427779908792567
#	L	0.009187311454429106
N	L	0.005512259154205564
D	L	0.0018788909869318924
!	U	0.00862773785446878
P	X	0.0042691329611160836
G	E	0.009536009109023625
#	A	0.004616509735807661
G	#	0.004791725970205902
G	D	0.019024575386659075
N	X	0.0004635621769981365
O	X	0.0009200386234035964
D	U	0.0018788909869318924
^	#	0.002940084783840278
V	X	0.000418257563836043
E	P	0.00940218916643278
R	#	0.0026316478567126656
,	M	0.0005327622403443438
M	V	0.019136036377415688
A	#	0.0012055670939864881
S	^	0.01512428870919437
@	X	0.0024370135066320714
L	,	0.003260378333010524
D	&	0.0009441193516423938
S	,	0.01512428870919437
X	,	0.014684501308519919
D	E	0.0018788909869318924
~	G	0.001817265824606859
,	Y	0.0005327622403443438
Y	D	0.019505600617999226
P	&	0.001427779908792567
N	S	0.0004635621769981365
L	^	0.006488475692426884
D	Z	0.0009441193516423938
E	&	0.00940218916643278
D	!	0.0018788909869318924
R	Z	0.0013223703160595984
&	,	0.006704916939088665
#	&	0.004616509735807661
L	G	0.003260378333010524
N	Z	0.0004635621769981365
~	Z	0.001817265824606859
P	E	0.0007174416457116879
O	#	0.0009200386234035964
V	S	0.000418257563836043
